chrom	length	bases	mean	min	max
scaffold_1	8183653	727591430	88.91	0	1563
scaffold_1_region	8183653	727591430	88.91	0	1563
scaffold_2	7224844	643245772	89.03	0	1219
scaffold_2_region	7224844	643245772	89.03	0	1219
scaffold_3	5015139	453323728	90.39	0	3787
scaffold_3_region	5015139	453323728	90.39	0	3787
scaffold_4	3720388	330848703	88.93	0	928
scaffold_4_region	3720388	330848703	88.93	0	928
scaffold_5	3425647	310071497	90.51	0	849
scaffold_5_region	3425647	310071497	90.51	0	849
scaffold_6	106711	169546426	1588.84	0	3039
scaffold_6_region	106711	169546426	1588.84	0	3039
scaffold_7	80960	5835616	72.08	0	550
scaffold_7_region	80960	5835616	72.08	0	550
scaffold_8	65963	4717743	71.52	0	122
scaffold_8_region	65963	4717743	71.52	0	122
scaffold_9	64948	4675844	71.99	0	115
scaffold_9_region	64948	4675844	71.99	0	115
scaffold_10	55956	3701302	66.15	0	150
scaffold_10_region	55956	3701302	66.15	0	150
scaffold_11	48071	2853568	59.36	0	114
scaffold_11_region	48071	2853568	59.36	0	114
scaffold_12	41920	2882284	68.76	0	117
scaffold_12_region	41920	2882284	68.76	0	117
scaffold_13	36589	2730674	74.63	0	121
scaffold_13_region	36589	2730674	74.63	0	121
scaffold_14	21451	1552876	72.39	0	975
scaffold_14_region	21451	1552876	72.39	0	975
total	28092240	2663577463	94.82	0	3787
total_region	28092240	2663577463	94.82	0	3787
